% GICC05modelext time scale for the NGRIP ice core released 19 November 2010.
% File name "2010-11-19 GICC05modelext for NGRIP.xls"
% 0-41.76 ka b2k part of time scale released November 27, 2006.
% 41.76-60 ka b2k part of time scale released September 10, 2007.
% This version with model extension released November 19, 2010.
%
% See www.iceandclimate.dk/data for more data and www.gicc.dk for updated information on the
% Greenland Ice Core Chronology (GICC05).
%
% The GICC05 time scale is based on annual layer counting down to 60.2 ka b2k. Beyond 60.2 ka b2k,
% the annual-layer-counted GICC05 chronology has been extended with Sigfus Johnsen's NGRIP ss09sea06bm+A59
% model time scale shifted to younger ages by 705 years. The combined time scale is denoted 
% GICC05modelext. The ages of events beyond 60.2 ka b2k must be treated with special caution because
% of the way the time scale was extended.
%
% Please use the labels GICC05 (or GICC05modelext when going beyond 60 ka b2k) on graphs etc. based on
% this time scale.
%
% The concept of maximum counting error (MCE, right column) is introduced in Rasmussen et al. (see below).
% In a standard deviation context, the maximum counting error should be regarded as 2 sigma as 
% discussed in Andersen et al. (see below).
% Below 60 ka, MCE is not given, as the GICC05modelext time scale does not have an intrinsic error estimate.
%
% Age and depth values refer to the bottom of each interval. 
% Thus the depth interval 14.15-20.4 m corresponds to 40 - 60 b2k and has d18O = -35.11 permille.
%
% The NGRIP1 core reaches down to a depth of 1372 m. The NGRIP2 core (drilled 20 meters away from the 
% NGRIP1 core) reaches from surface to bedrock, but high-resolution measurements have only been carried
% out downwards from 1346 m. In the 26 m overlap zone, the cores are offset by 0.43 m on average, 
% probably due to uncertainties in the logging procedure (see Schøtt Hvidberg et al., Ann. Glac. 35, 2002).
% Thus, the same features appear at larger depths in the NGRIP1 than in the NGRIP2 core. When combining
% NGRIP1 and NGRIP2 data, the recommended switching point from NGRIP1 to NGRIP2 is the year 9830b2k.
% In the depth column below, NGRIP1 depths are used until 9820 a b2k and NGRIP2 depths from 9840 a b2k.
%
% REFERENCES
%
% The dating of the 0-7.9 ka b2k part is described in the paper:
% B.M. Vinther, H.B. Clausen, S.J. Johnsen, S.O. Rasmussen, K.K. Andersen, S.L. Buchardt, 
% D. Dahl-Jensen, I.K. Seierstad, M.-L. Siggaard-Andersen, J.P. Steffensen, A.M. Svensson, 
% J. Olsen, and J. Heinemeier
% A synchronized dating of three Greenland ice cores throughout the Holocene
% Journ. Geophys. Res., vol. 111, D13102, 2006, doi:10.1029/2005JD006921
%
% The dating of the 7.9-14.7 ka b2k part and the concept of the MCE is described in the paper:
% S.O. Rasmussen, K.K. Andersen, A.M. Svensson, J.P. Steffensen, B.M. Vinther, H.B. Clausen, 
% M.-L. Siggaard-Andersen, S.J. Johnsen, L.B. Larsen, D. Dahl-Jensen, M. Bigler, R. Röthlisberger, 
% H. Fischer, K. Goto-Azuma, M.E. Hansson, and U. Ruth
% A new Greenland ice core chronology for the last glacial termination
% Journ. Geophys. Res., vol. 111, D06102, 2006, doi:10.1029/2005JD006079
%
% The dating of the 14.7-41.8 ka b2k part and the ss09sea06bm is described in the paper:
% K.K. Andersen, A. Svensson, S.J. Johnsen, S.O. Rasmussen, M. Bigler, R. Röthlisberger, U. Ruth,
% M.-L. Siggaard-Andersen, J.P. Steffensen, D. Dahl-Jensen, B.M. Vinther, and H.B. Clausen
% The Greenland Ice Core Chronology 2005, 15-42 ka. Part 1: Constructing the time scale
% Quaternary Science Reviews, vol. 25, Shackleton special issue 24, 2006
%
% The dating of the 41.8-60.0 ka b2k part is described in the paper:
% A. Svensson, K.K. Andersen, M. Bigler, H.B. Clausen, D. Dahl-Jensen, S.M. Davies, S.J. Johnsen,
% R. Muscheler, S.O. Rasmussen, R. Röthlisberger, I. Seierstad, J.P. Steffensen, and B.M. Vinther
% A 60,000 year Greenland stratigraphic ice core chronology
% Submitted to Climate of the Past, October 2007
%
% The splicing of the GICC05 and model time scale at 60.2 ka b2k (GICC05modelext) is described in the paper:
% E.W. Wolff, J. Chappellaz, T. Blunier, S.O. Rasmussen, A. Svensson,
% Millennial-scale variability during the last glacial: The ice core record
% Quaternary Science Reviews 29, p. 2828-2838, 2010
%
% Age    NGRIP1/2  NGRIP    Max. counting
% (years depth     d18O     error
% b2k)	 (m)       (permil) (years)
20	7.35	-35.16	1						
40	14.15	-35.82	1						
60	20.40	-35.11	1						
80	26.10	-34.65	1						
100	31.53	-34.53	1						
120	36.83	-35.29	1						
140	42.05	-35.02	1						
160	46.95	-35.02	1						
180	51.75	-35.78	1						
200	56.33	-35.16	1						
220	60.83	-35.61	1						
240	65.13	-35.12	1						
260	69.35	-35.79	1						
280	73.60	-35.82	1						
300	77.60	-35.36	1						
320	81.75	-36.05	1						
340	85.65	-35.39	1						
360	89.55	-36.14	1						
380	93.48	-35.33	1						
400	97.43	-35.35	1						
420	101.40	-35.72	1						
440	105.28	-35.03	1						
460	109.10	-35.61	1						
480	112.88	-35.82	1						
500	116.70	-34.93	1						
520	120.43	-35.07	1						
540	124.05	-35.87	1						
560	128.18	-35.13	1						
580	131.88	-34.98	1						
600	135.73	-35.05	1						
620	139.40	-35.53	1						
640	143.18	-34.86	1						
660	146.93	-35.25	1						
680	150.70	-36.43	1						
700	154.33	-35.07	1						
720	157.73	-35.20	1						
740	161.38	-35.49	1						
760	165.13	-35.67	1						
780	168.63	-35.40	1						
800	172.00	-35.15	1						
820	175.60	-35.80	1						
840	179.23	-35.34	1						
860	182.83	-35.62	1						
880	186.55	-35.37	1						
900	190.18	-35.59	1						
920	193.98	-35.14	1						
940	197.35	-35.45	1						
960	200.75	-35.61	1						
980	204.30	-35.92	1						
1000	207.85	-34.96	1						
1020	211.48	-35.24	1						
1040	215.08	-35.02	1						
1060	218.68	-35.00	1						
1080	222.20	-34.98	1						
1100	225.80	-35.41	1						
1120	229.38	-35.73	1						
1140	232.98	-35.35	1						
1160	236.38	-35.75	1						
1180	239.98	-35.45	1						
1200	243.35	-35.34	1						
1220	247.00	-35.38	1						
1240	250.60	-35.27	1						
1260	254.20	-35.15	1						
1280	257.73	-35.33	1						
1300	261.18	-35.33	2						
1320	264.53	-35.27	2						
1340	268.10	-35.14	2						
1360	271.55	-34.69	2						
1380	274.98	-35.44	2						
1400	278.70	-35.26	2						
1420	282.23	-35.14	2						
1440	285.55	-35.28	2						
1460	289.23	-34.43	2						
1480	292.70	-35.78	2						
1500	296.25	-35.33	2						
1520	299.70	-35.83	2						
1540	303.28	-35.39	1						
1560	306.70	-35.35	1						
1580	310.13	-35.74	1						
1600	313.55	-34.46	1						
1620	316.98	-34.64	1						
1640	320.40	-35.27	1						
1660	323.78	-35.86	1						
1680	327.23	-35.49	1						
1700	330.78	-35.27	1						
1720	334.05	-35.80	1						
1740	337.43	-34.93	1						
1760	340.70	-35.55	1						
1780	344.13	-35.90	1						
1800	347.68	-35.44	1						
1820	351.00	-35.47	1						
1840	354.04	-35.37	1						
1860	357.49	-35.04	1						
1880	360.91	-35.39	1						
1900	364.34	-34.49	1						
1920	367.72	-35.07	1						
1940	370.57	-34.43	1						
1960	373.97	-34.71	1						
1980	377.78	-35.10	1						
2000	381.49	-35.32	1						
2020	384.60	-35.11	1						
2040	388.47	-34.79	1						
2060	391.47	-35.35	1						
2080	395.05	-34.95	1						
2100	398.38	-34.89	1						
2120	401.53	-35.07	1						
2140	405.18	-35.46	1						
2160	408.51	-35.18	1						
2180	411.73	-36.07	1						
2200	414.83	-35.76	1						
2220	418.06	-35.20	1						
2240	421.46	-35.26	1						
2260	424.47	-34.84	1						
2280	427.77	-34.57	1						
2300	431.03	-34.81	1						
2320	434.32	-35.11	1						
2340	437.76	-34.94	2						
2360	440.88	-35.09	2						
2380	444.21	-35.26	2						
2400	447.57	-35.08	2						
2420	450.97	-34.68	2						
2440	454.01	-34.86	2						
2460	457.23	-35.32	2						
2480	460.43	-35.88	2						
2500	463.51	-35.48	2						
2520	466.55	-35.71	2						
2540	469.85	-34.83	2						
2560	472.87	-35.24	2						
2580	476.10	-34.84	2						
2600	479.35	-35.43	2						
2620	482.60	-35.06	2						
2640	485.80	-35.41	2						
2660	489.17	-35.14	2						
2680	492.12	-35.14	2						
2700	495.41	-35.43	2						
2720	498.71	-35.32	2						
2740	501.78	-35.12	3						
2760	505.33	-35.10	3						
2780	508.48	-34.83	3						
2800	511.93	-34.91	3						
2820	514.90	-34.99	3						
2840	517.85	-34.92	3						
2860	520.77	-34.63	3						
